880.85,SMITH
688.44,JOHNSON
568.66,WILLIAMS
511.62,BROWN
505.17,JONES
418.07,MILLER
397.51,DAVIS
318.17,GARCIA
298.13,RODRIGUEZ
290.27,WILSON
287.32,MARTINEZ
282.62,ANDERSON
267.04,TAYLOR
263.45,THOMAS
261.85,HERNANDEZ
259,MOORE
249.37,MARTIN
246.93,JACKSON
238.87,THOMPSON
237.07,WHITE
230.4,LOPEZ
224.59,LEE
221.57,GONZALEZ
220.02,HARRIS
203.28,CLARK
189.03,LEWIS
186.47,ROBINSON
185.83,WALKER
181.09,PEREZ
175.55,HALL
172.73,YOUNG
171.77,ALLEN
163.57,SANCHEZ
163.24,WRIGHT
162.73,KING
155.73,SCOTT
153.27,GREEN
153.23,BAKER
153.13,ADAMS
152.81,NELSON
152.64,HILL
144.2,RAMIREZ
137.88,CAMPBELL
136.21,MITCHELL
135.75,ROBERTS
134.4,CARTER
130.43,PHILLIPS
126.87,EVANS
124.43,TURNER
120.54,TORRES
120.2,PARKER
117.83,COLLINS
117.54,EDWARDS
115.99,STEWART
115.89,FLORES
115.57,MORRIS
114.96,NGUYEN
111.39,MURPHY
111.01,RIVERA
109.28,COOK
109.13,ROGERS
102.46,MORGAN
101.96,PETERSON
100.12,COOPER
99.14,REED
98.57,BAILEY
98.14,BELL
97.71,GOMEZ
96.52,KELLY
94.45,HOWARD
94.2,WARD
94.07,COX
93.33,DIAZ
92.5,RICHARDSON
91.67,WOOD
89.87,WATSON
89.25,BROOKS
88.62,BENNETT
87.75,GRAY
86.46,JAMES
86.19,REYES
85.66,CRUZ
85.03,HUGHES
84.8,PRICE
83.34,MYERS
82.85,LONG
81.94,FOSTER
81.89,SANDERS
81.54,ROSS
80.68,MORALES
80.28,POWELL
79.94,SULLIVAN
79.86,RUSSELL
79.58,ORTIZ
79.23,JENKINS
78.92,GUTIERREZ
78.83,PERRY
78.17,BUTLER
78,BARNES
77.95,FISHER
77.88,HENDERSON
77.34,COLEMAN
74.75,SIMMONS
73.6,PATTERSON
73.11,JORDAN
72.51,REYNOLDS
72.04,HAMILTON
71.94,GRAHAM
71.94,KIM
71.89,GONZALES
71.71,ALEXANDER
71.58,RAMOS
70.71,WALLACE
70.67,GRIFFIN
69.86,WEST
69.61,COLE
69.5,HAYES
68.9,CHAVEZ
68.36,GIBSON
68.12,BRYANT
67.44,ELLIS
67.25,STEVENS
66.14,MURRAY
66.13,FORD
65.69,MARSHALL
65.37,OWENS
65.28,MCDONALD
65.09,HARRISON
65.03,RUIZ
63.62,KENNEDY
63.25,WELLS
62.58,ALVAREZ
62.58,WOODS
62.49,MENDOZA
61.34,CASTILLO
60.61,OLSON
60.6,WEBB
60.44,WASHINGTON
60.4,TUCKER
60.31,FREEMAN
60.11,BURNS
59.83,HENRY
59.31,VASQUEZ
59.08,SNYDER
58.66,SIMPSON
58.61,CRAWFORD
58.38,JIMENEZ
58.14,PORTER
57.64,MASON
57.52,SHAW
57.43,GORDON
57.28,WAGNER
57.24,HUNTER
57,ROMERO
56.95,HICKS
56.35,DIXON
56.34,HUNT
55.76,PALMER
55.72,ROBERTSON
55.67,BLACK
55.67,HOLMES
55.53,STONE
55.48,MEYER
55.41,BOYD
54.83,MILLS
54.83,WARREN
54.62,FOX
54.46,ROSE
54.28,RICE
54.15,MORENO
53.96,SCHMIDT
53.78,PATEL
52.73,FERGUSON
52.62,NICHOLS
52.19,HERRERA
51.66,MEDINA
51.65,RYAN
51.64,FERNANDEZ
51.46,WEAVER
51.44,DANIELS
51.43,STEPHENS
51.4,GARDNER
51.17,PAYNE
50.99,KELLEY
50.77,DUNN
50.61,PIERCE
50.53,ARNOLD
50.45,TRAN
49.84,SPENCER
49.76,PETERS
49.7,HAWKINS
49.69,GRANT
49.48,HANSEN
49.4,CASTRO
49.17,HOFFMAN
49.1,HART
49.1,ELLIOTT
48.89,CUNNINGHAM
48.88,KNIGHT
48.67,BRADLEY
48.57,CARROLL
48.48,HUDSON
48.35,DUNCAN
48.18,ARMSTRONG
47.97,BERRY
47.94,ANDREWS
47.8,JOHNSTON
47.74,RAY
47.72,LANE
47.43,RILEY
47.11,CARPENTER
47.06,PERKINS
46.86,AGUILAR
46.77,SILVA
46.58,RICHARDS
46.57,WILLIS
46.28,MATTHEWS
46.19,CHAPMAN
46.09,LAWRENCE
46.01,GARZA
45.95,VARGAS
45.39,WATKINS
45.11,WHEELER
44.88,LARSON
44.53,CARLSON
44.43,HARPER
44.4,GEORGE
44.34,GREENE
44.18,BURKE
43.89,GUZMAN
43.72,MORRISON
43.66,MUNOZ
42.83,JACOBS
42.77,OBRIEN
42.7,LAWSON
42.58,FRANKLIN
42.43,LYNCH
42.27,BISHOP
42.22,CARR
42.06,SALAZAR
41.95,AUSTIN
41.79,MENDEZ
41.67,GILBERT
41.64,JENSEN
41.6,WILLIAMSON
41.57,MONTGOMERY
41.57,HARVEY
41.38,OLIVER
40.64,HOWELL
40.49,DEAN
40.44,HANSON
39.99,WEBER
39.95,GARRETT
39.76,SIMS
39.72,BURTON
39.55,FULLER
39.53,SOTO
39.47,MCCOY
39.22,WELCH
39.12,CHEN
38.91,SCHULTZ
38.66,WALTERS
38.56,REID
38.27,FIELDS
38.26,WALSH
38.08,LITTLE
38.04,FOWLER
37.9,BOWMAN
37.83,DAVIDSON
37.71,MAY
37.69,DAY
37.27,SCHNEIDER
37.25,NEWMAN
37.24,BREWER
37.22,LUCAS
37.03,HOLLAND
36.84,WONG
36.81,BANKS
36.7,SANTOS
36.68,CURTIS
36.6,PEARSON
36.58,DELGADO
36.55,VALDEZ
36.46,PENA
35.8,RIOS
35.74,DOUGLAS
35.7,SANDOVAL
35.55,BARRETT
35.07,HOPKINS
34.96,KELLER
34.9,GUERRERO
34.78,STANLEY
34.75,BATES
34.74,ALVARADO
34.53,BECK
34.52,ORTEGA
34.41,WADE
34.41,ESTRADA
34.35,CONTRERAS
34.21,BARNETT
33.86,CALDWELL
33.72,SANTIAGO
33.59,LAMBERT
33.51,POWERS
33.48,CHAMBERS
33.44,NUNEZ
33.21,CRAIG
33.07,LEONARD
33.06,LOWE
