4559,0
902,1
611,2
1419,3
575,4
477,5
377,6
429,7
283,8
242,9
181,10
121,11
83,12
94,13
82,14
81,15
88,16
59,17
2823,18
356,19
2811,20
758,21
965,22
1504,23
603,24
468,25
471,26
451,27
459,28
503,29
502,30
1150,31
878,32
855,33
798,34
878,35
845,36
749,37
570,38
651,39
1394,40
819,41
629,42
771,43
561,44
541,45
467,46
435,47
472,48
415,49
400,50
1685,51
677,52
680,53
561,54
504,55
1702,56
424,57
450,58
3078,59
1001,60
869,61
598,62
736,63
445,64
365,65
294,66
237,67
226,68
168,69
130,70
118,71
94,72
80,73
147,74
207,75
317,76
453,77
1259,78
421,79
363,80
310,81
163,82
151,83
140,84
197,85
168,86
208,87
318,88
750,89
787,90
874,91
715,92
528,93
381,94
288,95
165,96
173,97
119,98
127,99
108,100
76,101
89,102
100,103
88,104
63,105
33,106
36,107
21,108
37,109
23,110
20,111
13,112
7,113
11,114
8,115
9,116
6,117
3,118
2,119
0,120
3,121
1,122
1,123
0,124
3,125
2,126
2,127
0,128
0,129
0,130
0,131
0,132
0,133
1,134
1,135
0,136
1,137
0,138
0,139
0,140
0,141
0,142
0,143
0,144
0,145
0,146
0,147
0,148
0,149
0,150
0,151
0,152
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,167
0,168
0,169
0,170
0,171
0,172
0,173
0,174
0,175
0,176
0,177
0,178
1,179
0,180
0,181
0,182
0,183
0,184
0,185
1,186
0,187
0,188
0,189
0,190
1,191
0,192
0,193
0,194
0,195
0,196
0,197
0,198
0,199
0,200
0,201
0,202
0,203
0,204
0,205
0,206
0,207
0,208
0,209
0,210
0,211
0,212
0,213
0,214
0,215
0,216
0,217
0,218
0,219
0,220
0,221
0,222
0,223
0,224
0,225
0,226
0,227
0,228
0,229
0,230
0,231
0,232
0,233
0,234
0,235
0,236
0,237
0,238
0,239
0,240
0,241
0,242
0,243
0,244
0,245
0,246
0,247
0,248
0,249
0,250
0,251
0,252
0,253
0,254
0,255
0,256
0,257
0,258
0,259
0,260
0,261
0,262
0,263
0,264
0,265
0,266
0,267
0,268
0,269
0,270
0,271
0,272
0,273
0,274
0,275
0,276
0,277
0,278
0,279
0,280
0,281
0,282
0,283
0,284
0,285
0,286
0,287
0,288
0,289
0,290
0,291
0,292
0,293
0,294
0,295
0,296
0,297
0,298
0,299
0,300
