AL,489
AK,47
AZ,1017
AR,192
CA,9311
CO,653
CT,542
DE,66
FL,3471
GA,1539
HI,181
ID,192
IL,1624
IN,3045
IA,429
KS,282
KY,455
LA,224
ME,389
MD,557
MA,895
MI,1441
MN,844
MS,167
MO,1339
MT,97
NE,117
NV,357
NH,298
NJ,2285
NM,109
NY,2619
NC,1086
ND,53
OH,1627
OK,274
OR,797
PA,6446
RI,103
SC,400
SD,89
TN,1029
TX,2885
UT,428
VT,123
VA,825
WA,1229
WV,135
WI,1202
WY,50
